0.09	419	52.9
0.17	419	27.9
0.26	419	16.4
0.34	419	11.9
0.43	418	8.04
0.51	418	6.53
0.6	418	4.75
0.69	416	4
0.77	416	5.69
0.86	415	4.83
0.95	414	10.8
1.03	413	10.3
1.11	413	10.6
1.2	412	10.2
1.29	412	10.6
1.38	411	14.2
1.46	410	14.1
1.55	410	19.6
1.63	409	17.8
1.72	408	7.14
1.8	407	11.9
1.89	406	10.9
1.98	403	17.6
2.07	402	11.4
2.15	401	12.9
2.23	400	15.4
2.32	399	17.6
2.4	398	24
2.49	396	10.1
2.58	390	12
2.67	385	6.34
2.75	383	6.22
2.83	382	5.6
2.92	380	8.73
3	367	5.19
3.09	366	11
3.18	364	16
3.27	363	13.1
3.35	362	11.8
3.43	360	12.7
4.21	359	5.52
4.29	357	2.35
4.38	356	5.1
4.47	354	4.61
4.8	353	10.8
5.25	352	2.85
5.32	351	1.92
5.41	349	4.29
5.5	348	4.92
5.58	347	2.24
5.67	346	4.59
5.76	344	5.07
6	343	7.89
6.18	342	4.41
6.27	341	3.2
6.36	340	6.66
6.45	339	5.83
6.53	338	3.83
6.61	338	2.41
6.7	337	1.25
6.79	336	3.61
6.87	335	13.8
6.96	335	4.58
7.05	334	3.05
7.2	333	1.38
7.39	333	0.75
7.47	332	8.57
7.99	332	1.36
8.08	332	16
8.16	332	5.5
8.25	331	2.94
8.34	331	1.74
8.4	331	2.2
9.59	331	3.23
10.8	317	4.08
12.02	312	2.62
13.22	308	0.76
14.42	303	1.86
15.63	298	1.34
16.83	296	1.41
18.03	294	1.15
19.23	294	0.59
20.43	294	0.5
21.64	292	1.21
22.84	290	1.21
24.04	287	0.81
25.24	283	1.08
26.44	279	1.87
27.65	276	1.55
28.85	273	1.9
30.05	271	1.12
31.25	270	1.41
32.34	268	1.76
33.55	267	1.81
34.75	266	2.18
35.95	265	3.01
37.15	264	2.04
38.35	264	1.58
39.56	264	3.23
40.76	264	2.94
41.96	264	1.62
43.16	264	2.15
44.36	262	4.45
45.57	260	7.43
46.77	258	7.22
47.97	257	5.37
49.17	258	5.43
50.37	260	6.47
51.58	263	5.75
52.78	265	5.54
53.98	266	4.43
55.18	266	4.71
57.59	262	5.28
59.99	263	4.7
62.39	272	5.04
