    0.64000  2048.15326      74.571666
    1.74000  1328.04478     158.019274
    2.83000   864.48154     206.281181
    3.96000   552.12455     235.516687
    5.10000   313.82140     244.778816
    6.23000   195.09284     240.894344
    7.36000   130.08722     234.013904
    8.49000    93.08354     229.496127
    9.63000    60.65710     222.715989
   10.76000    40.39981     215.196153
   11.89000    25.43850     207.157049
   13.02000    15.79913     198.623661
   14.16000     9.85432     190.132535
   15.29000     6.35619     182.334335
   16.42000     4.07456     175.271125
   17.55000     2.61178     168.988214
   18.69000     0.00000     162.862586
   19.82000     0.00000     156.319651
